Process,Amount,Unit,id,hierarchy_level,parent_id,Phase,Location,Process_shorthand
"soybeans, at farm/kg",0.0044125603,kg CO2 eq,224,9,56,-,United States,soybeans
"clear-cutting, secondary forest to arable land",0.0033600653000000003,kg CO2 eq,225,11,59,-,Argentina,clear-cutting
"clear-cutting, primary forest to arable land",0.0076976694,kg CO2 eq,226,11,83,-,Brazil,clear-cutting
"soybeans, at farm/kg",0.0069728998,kg CO2 eq,227,9,84,-,United States,soybeans
"clear-cutting, secondary forest to arable land",0.0053097058,kg CO2 eq,228,11,87,-,Argentina,clear-cutting
"Rice, at farm (WFLDB 3.1)/kg",0.006701528499999999,kg CO2 eq,229,8,93,-,India,Rice
"clear-cutting, primary forest to arable land",0.0097824577,kg CO2 eq,230,11,106,-,Brazil,clear-cutting
"soybeans, at farm/kg",0.008861396300000001,kg CO2 eq,231,9,107,-,United States,soybeans
"clear-cutting, secondary forest to arable land",0.0067477532,kg CO2 eq,232,11,110,-,Argentina,clear-cutting
"operation, lorry 16-32t, EURO5 | Operation, chilled, lorry 16-32t, EURO5 (WFLDB 3.1)",0.0033612278000000003,kg CO2 eq,233,5,164,-,Europe,operation
"Cocoa beans, sun-dried, at farm (WFLDB 3.1)/kg",0.010454282399999848,kg CO2 eq,234,4,171,-,Indonesia,Cocoa beans (ID)
"Land use change, perennial crop (WFLDB 3.1)",0.03406528710000006,kg CO2 eq,235,5,172,-,Indonesia,Land use change
"clear-cutting, primary forest to arable land",0.1747468222,kg CO2 eq,236,6,173,-,Indonesia,clear-cutting
"clear-cutting, secondary forest to arable land",0.11954781069999999,kg CO2 eq,237,6,174,-,Indonesia,clear-cutting
"Cocoa beans, sun-dried, at farm (WFLDB 3.1)/kg",0.006435953000000105,kg CO2 eq,238,4,175,-,Cote d'Ivoire,Cocoa beans (CI)
"clear-cutting, secondary forest to arable land",0.116325602,kg CO2 eq,239,6,177,-,Cote d'Ivoire,clear-cutting
"clear-cutting, primary forest to arable land",0.0116618526,kg CO2 eq,240,6,178,-,Cote d'Ivoire,clear-cutting
"land already in use, perennial cropland",0.0049031887,kg CO2 eq,241,6,179,-,Cote d'Ivoire,land already in use
"clear-cutting, secondary forest to arable land",0.0734584729,kg CO2 eq,242,6,184,-,Ghana,clear-cutting
"clear-cutting, primary forest to arable land",0.0091453602,kg CO2 eq,243,6,185,-,Ghana,clear-cutting
"Sugar beet, at farm (WFLDB 3.1)/kg",0.005055656400000002,kg CO2 eq,244,4,193,-,United States,Sugar beet
"Sugar beet, at farm (WFLDB 3.1)/kg",0.004106314599999997,kg CO2 eq,245,4,194,-,Russia,Sugar beet
"Sugar beet, at farm (WFLDB 3.1)/kg",0.0040868602,kg CO2 eq,246,4,195,-,France,Sugar beet
"Sugar beet, at farm (WFLDB 3.1)/kg",0.0034540806,kg CO2 eq,247,4,196,-,Germany,Sugar beet
"clear-cutting, secondary forest to arable land",0.0046873597,kg CO2 eq,248,6,204,-,Argentina,clear-cutting
